Primary_Key,School Number,School Year,School Name,Official School Name,LEA Number,LEA Name,Name Prefix Description,Principal First Name,Principal Middle Name,Principal Last Name,Principal Name Suffix,Principal Email,Address Line1,Address Line2,City,State,Zip Code 5,Zip Code 4,Phone Office Area,Phone Office Exch,Phone Office Line,Phone Fax Area,Phone Fax Exch,Phone Fax Line ,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State,Mailing Zip Code 5,Mailing Zip Code 4,URL School Address,Sch Operational Status,Sch Operational Status Desc,Opening Effective Date,Closing Date,School Type,School Type Desc,School Program Type,School Program Type Desc,Grade Level Current,Grade Level Approved,Grade Level First Year,Title I,School Calendar Type,School Calendar Description,Extended Hours,School Schedule Type,School Schedule Type Desc,School Designation Type,School Designation Desc,SBE Region,SBE Region Names,Accreditation Status,Accreditation Status Desc,Federal School Number,College Board Number,School Membership,School Year For Sch Membership,School Teacher Count,School Year For Teachers,Cooperative Innovative HS,Cooperative MMYYYY SBE Approve,First Yr Est ADM,First Yr Est Paid Teacher FTE,Newly Constructed Facility,Occupancy Date,What Facility Will Sch Occupy,Share Space,Share Space Describe,New Sch Population From,List Of Closing Schools,County Code,County Description,Opening In School Year,Locale Type,Locale Type Desc,School Closings?,School Systartstatus,Record Created Timestamp,Record Created By,Last Changed Timestamp,Last Changed By
11A0002018,11A000,2018,Evergreen Community Charter,Evergreen Community Charter,11A,Evergreen Community Charter,Dr,Susan,C.,Mertz,-,susan.mertz@evergreenccs.org,50 Bell Road,-,Asheville,NC,28805,-,828,298,2173,828,298,2269,-,-,-,-,-,-,http://www.evergreenccs.org/,1,Open,30-Jun-99,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,S,Semester,C,Charter,8,Western,SA,SACS,3.70008E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,01-29-2015 11:44AM,susan_gottfried
11B0002018,11B000,2018,ArtSpace Charter School,ArtSpace Charter School,11B,ArtSpace Charter,Ms,Lori,-,Cozzi,-,lori.cozzi@artspacecharter.org,2030 US Hwy 70,-,Swannanoa,NC,28778,-,828,298,2787,828,298,6221,-,-,-,-,-,-,http://www.artspacecharter.org,1,Open,30-Jun-01,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,S,Semester,C,Charter,8,Western,-,-,3.70012E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-12-2013 02:04PM,jane_horning
11C0002018,11C000,2018,Invest Collegiate - Imagine,Invest Collegiate (Buncombe),11C,Invest Collegiate - Imagine,-,Laura ,Jennifer,Townley,-,jennifertownley@icimagine.org,1000 Brevard Road,Suite 175,Asheville,NC,28806,-,828,633,6491,828,633,6494,-,-,-,-,-,-,http://www.icimagine.org,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11,-,M,Modified,-,Q,Quarterly,C,Charter,8,Western,-,-,3.70037E+11,340008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,2015,22,"Suburb, Midsize",-,-,01-15-2014 12:00AM,nicola_lefler,10-24-2017 08:54AM,kerri_eudy
11D0002018,11D000,2018,The Franklin School of Innovation,The Franklin School of Innovation,11D,The Franklin School of Innovation,-,Michelle,-,Vruwink,-,mvruwink@theFSI.us,21 Innovation Dr,-,Asheville,NC,28806,-,828,318,8143,828,318,8125,-,-,-,-,-,-,http://www.franklinschoolofinnovation.org,1,Open,1-Jul-14,-,R,Regular School,N,None,05:06:07:08:09:10:11:12,05:06:07:08:09:10:11:12,06:07:08:09,-,T,Traditional,-,S,Semester,C,Charter,8,Western,-,-,3.70036E+11,340131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,2015,22,"Suburb, Midsize",-,-,01-15-2014 12:00AM,nicola_lefler,08-30-2017 02:59PM,nicola_lefler
11K0002018,11K000,2018,Francine Delany New School,Francine Delany New School for Children,11K,Francine Delany New School,Ms,Buffy,-,Fowler,-,buffy@fdnsc.net,119 Brevard Road,-,Asheville,NC,28806,-,828,236,9441,828,236,9442,-,-,-,-,-,-,http://www.fdnsc.net,1,Open,30-Jun-97,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,S,Semester,C,Charter,8,Western,-,-,3.70002E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,01-29-2015 11:25AM,buffy_fowler
1203042018,120304,2018,Chesterfield Elementary,Chesterfield Elementary,120,Burke County Schools,Mr,Charles,-,Williams,-,Charleswilliams@burke.k12.nc.us,2142 Pax Hill Road,-,Morganton,NC,28655,9399,828,437,3026,828,433,4806,-,-,-,-,-,-,http://www.burke.k12.nc.us/chesterfield/,1,Open,30-Jun-90,1-Jul-18,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,01-04-2018 08:09AM,linda_huffman
1203082018,120308,2018,Hallyburton Academy,Hallyburton Academy,120,Burke County Schools,Mr,Jonathan,-,Clontz,-,jclontz@burke.k12.nc.us,205 South Main Street,-,Drexel,NC,28619,-,828,437,4184,828,437,655,PO Box 3238,-,Drexel,NC,28619,3238,http://www.burke.k12.nc.us,1,Open,30-Jun-94,-,A,Alternative Education,N,None,06:07:08:09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,991420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,12-15-2011 01:49PM,ronald_king
1203102018,120310,2018,Burke Middle College,Burke Middle College High School,120,Burke County Schools,Mrs,Kathy,-,Amos,-,kamos@burke.k12.nc.us,1001 Burkemont Ave,-,Morganton,NC,28655,-,828,448,3175,828,448,6172,-,-,-,-,-,-,http://www.burke.k12.nc.us/schools/bmc/,1,Open,2-Jul-06,-,R,Regular School,C,Cooperative Innovative High School,11:12,-,-,-,Y,Year Round,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,342730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-30-2013 08:27AM,linda_huffman
1203122018,120312,2018,Drexel Elementary,Drexel Elementary,120,Burke County Schools,Mr,Keith,-,Recker,-,keithrecker@burke.k12.nc.us,100 Alta Vista Street,-,Morganton,NC,28655,-,828,437,3160,828,437,1227,-,-,-,-,-,-,http://www.burke.k12.nc.us/drexel,1,Open,1-Jul-04,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:28PM,linda_huffman
1203142018,120314,2018,East Burke High,East Burke High,120,Burke County Schools,Mr,Shane,-,Mace,-,smace@burke.k12.nc.us,3695 East Burke Boulevard,-,Connelly Springs,NC,28612,-,828,397,5541,828,397,7652,-,-,-,-,-,-,http://www.burke.k12.nc.us/ebhs/,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.70048E+11,341928,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN
1203152018,120315,2018,East Burke Middle,East Burke Middle,120,Burke County Schools,Mr,Terry,-,Penland,-,tpenland@burke.k12.nc.us,3519 Miller Bridge Road,-,Connelly Springs,NC,28612,-,828,397,7446,828,397,1086,-,-,-,-,-,-,http://www.burke.k12.nc.us/ebms/,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-30-2013 08:56AM,linda_huffman
1203162018,120316,2018,Forest Hill Elementary,Forest Hill Elementary,120,Burke County Schools,Ms,Sara,-,LeCroy,-,slecroy@burke.k12.nc.us,304 Ann Street,-,Morganton,NC,28655,-,828,437,5906,828,430,9323,-,-,-,-,-,-,http://www.burke.k12.nc.us/foresthill/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:28PM,linda_huffman
1203182018,120318,2018,Freedom High,Freedom High,120,Burke County Schools,Mrs,Felicia,-,Simmons,-,fsimmons@burke.k12.nc.us,511 Independence Boulevard,-,Morganton,NC,28655,-,828,433,1310,828,439,8420,-,-,-,-,-,-,http://www.burke.k12.nc.us/fhs/,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.70048E+11,342745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN
1203202018,120320,2018,George Hildebrand Elementary,George Hildebrand Elementary,120,Burke County Schools,Ms,Jeannie,-,Jandrew,-,jjandrew@burke.k12.nc.us,8078 G Hildebrand Sch Road,-,Connelly Springs,NC,28612,-,828,879,9595,828,879,1184,-,-,-,-,-,-,http://www.burke.k12.nc.us/ghildebrand/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:29PM,linda_huffman
1203242018,120324,2018,Glen Alpine Elementary,Glen Alpine Elementary,120,Burke County Schools,Ms,Caroline,-,Howard,-,carolinehoward@burke.k12.nc.us,302 London Street,-,Morganton,NC,28655,7211,828,584,661,828,584,6669,-,-,-,-,-,-,http://www.burke.k12.nc.us/glenalpine/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:29PM,linda_huffman
1203342018,120334,2018,Heritage Middle,Heritage Middle,120,Burke County Schools,Mrs,Katie,-,Moore,-,kmoore@burke.k12.nc.us,1951 Enon Road,-,Valdese,NC,28690,-,828,874,731,828,879,6330,-,-,-,-,-,-,http://www.burke.k12.nc.us/hms/,1,Open,30-Jun-92,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-30-2010 03:01PM,janice_lowdermilk
1203382018,120338,2018,Hildebran Elementary,Hildebran Elementary,120,Burke County Schools,Mr,Randy,-,Sain,-,Rksain@burke.k12.nc.us,703 US Hwy 70 West,-,Hildebran,NC,28637,-,828,397,3181,828,397,5330,-,-,-,-,-,-,http://www.burke.k12.nc.us/hildebran/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:30PM,linda_huffman
1203402018,120340,2018,Hillcrest Elementary,Hillcrest Elementary,120,Burke County Schools,Ms,Lora,-,Austin,-,laustin@burke.k12.nc.us,201 Tennessee Street,-,Morganton,NC,28655,-,828,437,4258,828,437,6311,-,-,-,-,-,-,http://www.burke.k12.nc.us/hillcrest/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 08:28AM,linda_huffman
1203442018,120344,2018,Icard Elementary,Icard Elementary,120,Burke County Schools,Mr,Daniel,-,Wall,-,dwall@burke.k12.nc.us,3087 Icard School Road,-,Connelly Springs,NC,28612,-,828,397,3491,828,397,7296,-,-,-,-,-,-,http://www.burke.k12.nc.us/icard/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:30PM,linda_huffman
1203462018,120346,2018,Jimmy C Draughn High School,Jimmy C Draughn High School,120,Burke County Schools,Mrs,Karen,-,Auton,-,kauton@burke.k12.nc.us,709 Lovelady Road NE,-,Valdese,NC,28690,-,828,879,4200,828,879,4201,-,-,-,-,-,-,http://www.burke.k12.nc.us/dhs/,1,Open,1-Jul-08,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.70048E+11,344064,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,11-08-2013 04:43PM,linda_huffman
1203502018,120350,2018,Liberty Middle,Liberty Middle,120,Burke County Schools,Mrs,Christie,-,Abernathy,-,cabernathy@burke.k12.nc.us,529 Enola Road,-,Morganton,NC,28655,-,828,437,1330,828,432,2124,-,-,-,-,-,-,http://www.burke.k12.nc.us/lms/,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN
1203522018,120352,2018,North Liberty,North Liberty,120,Burke County Schools,Mrs,Shanda,-,Epley,-,Sepley@burke.k12.nc.us,523 Enola Road,-,Morganton,NC,28655,-,828,437,9656,828,433,2238,-,-,-,-,-,-,http://www.burke.k12.nc.us/nliberty/,1,Open,30-Jun-94,-,S,Exceptional Children,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,991425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:32PM,linda_huffman
1203602018,120360,2018,Mull Elementary,Mull Elementary,120,Burke County Schools,Mrs,Shirley,-,Fore,-,Sfore@burke.k12.nc.us,1140 Old NC 18 South,-,Morganton,NC,28655,-,828,437,5785,828,437,7988,-,-,-,-,-,-,http://www.burke.k12.nc.us/mull/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:32PM,linda_huffman
1203642018,120364,2018,Oak Hill Elementary,Oak Hill Elementary,120,Burke County Schools,Mr,Robert,-,Gregory,-,rhgregory@burke.k12.nc.us,2363 NC 181,-,Morganton,NC,28655,-,828,433,1533,828,430,9356,-,-,-,-,-,-,http://www.burke.k12.nc.us/oakhill/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:33PM,linda_huffman
1203682018,120368,2018,Ray Childers Elementary,Ray Childers Elementary,120,Burke County Schools,Mrs,Heidi,-,Bristol,-,hbristol@burke.k12.nc.us,1183 Cape Hickory Road,-,Hickory,NC,28601,-,828,324,1340,828,324,1390,-,-,-,-,-,-,http://www.burke.k12.nc.us/childers/,1,Open,30-Jun-99,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:34PM,linda_huffman
1203702018,120370,2018,Robert L. Patton High School,Robert L. Patton High School,120,Burke County Schools,Mrs,Wendi ,-,Barber,-,wbarber@burke.k12.nc.us,701 Enola Road,-,Morganton,NC,28655,-,828,433,3000,828,433,3001,-,-,-,-,-,-,http://www.burke.k12.nc.us/phs/,1,Open,2-Jul-07,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.70048E+11,342741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,11-08-2013 04:44PM,linda_huffman
1203722018,120372,2018,Rutherford College Elem,Rutherford College Elem,120,Burke County Schools,Mrs,Lisa,-,Dale,-,ldale@burke.k12.nc.us,170 Honeycutt Drive,-,Rutherford College,NC,28671,-,828,879,8870,828,879,9470,PO Box 247,-,Rutherford College,NC,28671,247,http://www.burke.k12.nc.us/ruthcollege/,1,Open,30-Jun-90,1-Jul-18,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,01-04-2018 08:10AM,linda_huffman
1203742018,120374,2018,Salem Elementary,Salem Elementary,120,Burke County Schools,Mr,Shane,-,Gardner,-,gardners@burke.k12.nc.us,1329 Salem Road,-,Morganton,NC,28655,4835,828,437,5901,828,437,8419,-,-,-,-,-,-,http://www.burke.k12.nc.us/salem/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:35PM,linda_huffman
1203762018,120376,2018,Table Rock Middle,Table Rock Middle,120,Burke County Schools,Mrs,Jennifer,-,Hawkins,-,jchawkins@burke.k12.nc.us,1585 NC 126,-,Morganton,NC,28655,-,828,437,5212,828,439,5702,-,-,-,-,-,-,http://www.burke.k12.nc.us/trms/,1,Open,30-Jun-92,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-30-2013 08:50AM,linda_huffman
1203802018,120380,2018,Valdese Elementary,Valdese Elementary,120,Burke County Schools,Mrs,Teresa,-,Dale,-,Tdale@burke.k12.nc.us,298 Praley Street,-,Valdese,NC,28690,-,828,874,704,828,874,1571,-,-,-,-,-,-,http://www.burke.k12.nc.us/valdese/,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:35PM,linda_huffman
1203862018,120386,2018,W A Young Elementary,W A Young Elementary,120,Burke County Schools,Mrs,Christie,-,McMahon,-,cmcmahon@burke.k12.nc.us,325 Conley Road,-,Morganton,NC,28655,-,828,584,632,828,584,1463,-,-,-,-,-,-,http://www.burke.k12.nc.us/young/,1,Open,30-Jun-99,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-10-2014 03:36PM,linda_huffman
1203902018,120390,2018,Walter R Johnson Middle,Walter R Johnson Middle,120,Burke County Schools,Dr,Brett,-,Wilson,-,bawilson@burke.k12.nc.us,701 Lenoir Road,-,Morganton,NC,28655,-,828,430,7340,828,430,4801,-,-,-,-,-,-,http://www.burke.k12.nc.us/schools/jms/,1,Open,30-Jun-03,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70048E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,11-21-2011 02:26PM,ronald_king
12A0002018,12A000,2018,New Dimensions,The New Dimensions School,12A,The New Dimensions School,Mr,Jeffrey,-,Mayo,-,jmayo@ndschool.org,550 Lenoir Road,-,Morganton,NC,28655,-,828,437,5753,828,437,2980,-,-,-,-,-,-,http://ndschool.org,1,Open,30-Jun-01,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,Q,Quarterly,C,Charter,7,Northwest,-,-,3.70012E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,Burke,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,10-12-2016 10:40AM,ronald_king
1303042018,130304,2018,A T Allen Elementary,A T Allen Elementary,130,Cabarrus County Schools,-,Susann,-,Nash,-,Susann.Nash@cabarrus.k12.nc.us,3939 Abilene Rd,-,Concord,NC,28025,443,704,788,2182,704,782,645,-,-,-,-,-,-,http://www.cabarrus.k12.nc.us/allen,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70053E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,Cabarrus,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-20-2015 02:26PM,mathew_fail
1303072018,130307,2018,Cox Mill High School,Cox Mill High School,130,Cabarrus County Schools,Mr,Todd,-,Smith,-,Todd.Smith@cabarrus.k12.nc.us,1355 Cox Mill Rd,-,Concord,NC,28027,7565,704,788,6700,704,788,1112,-,-,-,-,-,-,http://www.cabarrus.k12.nc.us/coxmillhs,1,Open,1-Jul-09,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,ST,State,3.70053E+11,340302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,Cabarrus,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,12-11-2013 11:25AM,mathew_fail
1303082018,130308,2018,Bethel Elementary,Bethel Elementary,130,Cabarrus County Schools,-,Julie,-,Barbee,-,Julie.Barbee@cabarrus.k12.nc.us,2425 Midland Road,-,Midland,NC,28107,9760,704,888,5811,704,888,1550,-,-,-,-,-,-,http://www.cabarrus.k12.nc.us/bethel,1,Open,1-Jul-90,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70053E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,Cabarrus,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-20-2015 02:26PM,mathew_fail
1303092018,130309,2018,Beverly Hills Elementary,Beverly Hills Elementary,130,Cabarrus County Schools,-,Aimy,-,Steele,-,"Aimy,Steel@cabarrus.k12.nc.us",87 Palaside Drive NE,-,Concord,NC,28025,3056,704,782,115,704,782,954,-,-,-,-,-,-,http://www.cabarrus.k12.nc.us/beverlyhills,1,Open,1-Jul-90,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70053E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,Cabarrus,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-20-2015 02:27PM,mathew_fail
1303102018,130310,2018,Central Cabarrus High,Central Cabarrus High,130,Cabarrus County Schools,-,Andrew,-,Crook,-,andrew.crook@cabarrus.k12.nc.us,505 Hwy 49 S,-,Concord,NC,28025,9298,704,786,125,704,920,7164,-,-,-,-,-,-,http://www.cabarrus.k12.nc.us/centralcabarrus,1,Open,1-Jul-90,-,R,Regular School,M,Magnet,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,ST,State,3.70053E+11,340885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,Cabarrus,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,11-21-2016 09:24AM,mathew_fail
1303112018,130311,2018,Coltrane-Webb Elementary,Coltrane-Webb Elementary,130,Cabarrus County Schools,-,Timothy,-,Taylor,-,Timothy.Taylor@cabarrus.k12.nc.us,61 Spring St NW,-,Concord,NC,28025,4748,704,782,5912,704,784,1965,-,-,-,-,-,-,http://www.cabarrus.k12.nc.us/webb,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70053E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,Cabarrus,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-20-2015 02:27PM,mathew_fail
